Date,mean_pred
2020-06-30,21.29083333333333
2020-07-01,21.415416666666665
2020-07-02,22.20375
2020-07-03,23.240833333333335
2020-07-04,22.922916666666666
2020-07-05,22.71125
2020-07-06,23.629583333333333
2020-07-07,24.8425
2020-07-08,24.848333333333333
2020-07-09,25.778333333333332
2020-07-10,26.705
2020-07-11,28.374583333333334
2020-07-12,29.127083333333335
2020-07-13,30.972083333333334
2020-07-14,33.346666666666664
2020-07-15,35.74458333333333
2020-07-16,36.775
2020-07-17,37.30458333333333
2020-07-18,38.662083333333335
2020-07-19,39.946666666666665
2020-07-20,42.38333333333333
2020-07-21,45.6925
2020-07-22,48.20166666666667
2020-07-23,48.39041666666667
2020-07-24,49.22083333333333
2020-07-25,48.73833333333334
2020-07-26,48.98875
2020-07-27,49.11625
2020-07-28,48.120416666666664
2020-07-29,49.95125
2020-07-30,50.9025
2020-07-31,54.267916666666665
2020-08-01,53.84291666666667
2020-08-02,49.330416666666665
2020-08-03,49.61708333333333
2020-08-04,48.52583333333333
2020-08-05,47.30583333333333
2020-08-06,46.56041666666667
2020-08-07,45.98916666666667
2020-08-08,46.9025
2020-08-09,45.97708333333333
2020-08-10,45.031666666666666
2020-08-11,45.14041666666667
2020-08-12,44.77625
2020-08-13,43.11541666666667
2020-08-14,40.97625
2020-08-15,39.98625
2020-08-16,41.39458333333334
2020-08-17,41.709583333333335
2020-08-18,40.48583333333333
2020-08-19,38.197916666666664
2020-08-20,37.58583333333333
2020-08-21,36.120416666666664
2020-08-22,35.294583333333335
2020-08-23,34.285
2020-08-24,34.57416666666666
2020-08-25,33.955416666666665
2020-08-26,33.09375
2020-08-27,32.90416666666667
2020-08-28,34.70375
2020-08-29,32.26208333333334
2020-08-30,31.599166666666665
2020-08-31,31.041666666666668
2020-09-01,28.542916666666667
2020-09-02,27.66625
2020-09-03,26.188333333333333
2020-09-04,25.077083333333334
2020-09-05,23.884166666666665
2020-09-06,23.495
2020-09-07,22.739166666666666
2020-09-08,22.46625
2020-09-09,22.757083333333334
2020-09-10,22.129166666666666
2020-09-11,23.095833333333335
2020-09-12,23.037916666666668
2020-09-13,22.182916666666667
2020-09-14,21.775833333333335
2020-09-15,20.96375
2020-09-16,19.975
2020-09-17,19.157083333333333
2020-09-18,19.44625
2020-09-19,19.24875
2020-09-20,18.966666666666665
2020-09-21,18.673333333333332
2020-09-22,18.825833333333332
2020-09-23,19.666666666666668
2020-09-24,20.139583333333334
2020-09-25,19.433333333333334
2020-09-26,19.267083333333332
2020-09-27,19.05375
2020-09-28,19.127083333333335
2020-09-29,19.661666666666665
2020-09-30,18.945833333333333
2020-10-01,18.34125
2020-10-02,17.527916666666666
2020-10-03,17.38875
2020-10-04,16.8875
2020-10-05,15.787083333333333
2020-10-06,14.840416666666666
2020-10-07,14.56375
2020-10-08,14.344583333333333
2020-10-09,14.32
2020-10-10,13.781666666666666
2020-10-11,12.897083333333333
2020-10-12,12.575416666666667
2020-10-13,12.540416666666667
2020-10-14,12.950416666666667
2020-10-15,12.855416666666667
2020-10-16,12.7675
2020-10-17,12.70875
2020-10-18,13.21125
2020-10-19,13.239166666666666
2020-10-20,12.805833333333334
2020-10-21,12.850833333333334
2020-10-22,13.024583333333334
2020-10-23,13.464583333333334
2020-10-24,13.952083333333333
2020-10-25,15.088333333333333
2020-10-26,15.486666666666666
2020-10-27,15.6725
2020-10-28,16.09958333333333
2020-10-29,15.888333333333334
2020-10-30,15.977083333333333
2020-10-31,15.431666666666667
2020-11-01,14.9975
2020-11-02,15.242083333333333
2020-11-03,15.802083333333334
2020-11-04,15.490416666666667
2020-11-05,15.0875
2020-11-06,14.909583333333334
2020-11-07,15.2625
2020-11-08,16.151666666666667
2020-11-09,16.847083333333334
2020-11-10,17.67
2020-11-11,18.19
2020-11-12,18.70375
2020-11-13,20.032083333333333
2020-11-14,20.829166666666666
2020-11-15,22.01375
2020-11-16,23.182083333333335
2020-11-17,23.6875
2020-11-18,24.91583333333333
2020-11-19,27.2725
2020-11-20,28.932083333333335
2020-11-21,30.143333333333334
2020-11-22,31.5125
2020-11-23,34.510416666666664
2020-11-24,39.26208333333334
2020-11-25,44.12166666666667
2020-11-26,45.66458333333333
2020-11-27,45.06125
2020-11-28,46.079166666666666
2020-11-29,47.943333333333335
2020-11-30,48.13291666666667
2020-12-01,49.27041666666667
2020-12-02,52.093333333333334
2020-12-03,52.579166666666666
2020-12-04,51.64625
2020-12-05,54.369166666666665
2020-12-06,55.9825
2020-12-07,55.50125
2020-12-08,57.07416666666666
2020-12-09,56.4075
2020-12-10,56.02458333333333
2020-12-11,57.12916666666667
2020-12-12,56.76
2020-12-13,58.962916666666665
2020-12-14,57.42166666666667
2020-12-15,56.01083333333333
2020-12-16,55.21458333333333
2020-12-17,53.42958333333333
2020-12-18,53.205
2020-12-19,52.21
2020-12-20,51.401666666666664
2020-12-21,49.14
2020-12-22,49.34291666666667
2020-12-23,50.31
2020-12-24,49.74916666666667
2020-12-25,50.13
2020-12-26,50.05583333333333
2020-12-27,51.06166666666667
2020-12-28,49.10041666666667
2020-12-29,49.647083333333335
2020-12-30,48.33541666666667
2020-12-31,44.915416666666665
2021-01-01,43.757083333333334
2021-01-02,44.36875
2021-01-03,45.3825
2021-01-04,44.3575
2021-01-05,43.10125
2021-01-06,41.98291666666667
2021-01-07,41.437083333333334
2021-01-08,40.08208333333334
2021-01-09,40.72208333333333
2021-01-10,41.54708333333333
2021-01-11,41.84458333333333
2021-01-12,41.70041666666667
2021-01-13,39.76916666666666
