Date,mean_pred
2020-06-30,13.382083333333334
2020-07-01,12.71625
2020-07-02,12.698333333333334
2020-07-03,12.919583333333334
2020-07-04,12.811666666666667
2020-07-05,14.096666666666666
2020-07-06,15.814583333333333
2020-07-07,16.152083333333334
2020-07-08,15.999583333333334
2020-07-09,15.420416666666666
2020-07-10,15.417083333333334
2020-07-11,14.832083333333333
2020-07-12,14.165833333333333
2020-07-13,13.280833333333334
2020-07-14,12.645833333333334
2020-07-15,13.532916666666667
2020-07-16,13.897083333333333
2020-07-17,13.59125
2020-07-18,13.580833333333333
2020-07-19,13.54625
2020-07-20,13.93375
2020-07-21,14.862083333333333
2020-07-22,14.9125
2020-07-23,13.22
2020-07-24,12.162083333333333
2020-07-25,11.465
2020-07-26,11.336666666666666
2020-07-27,11.5075
2020-07-28,11.331666666666667
2020-07-29,10.637916666666667
2020-07-30,9.9025
2020-07-31,9.705833333333333
2020-08-01,9.44625
2020-08-02,9.655416666666667
2020-08-03,9.512916666666667
2020-08-04,9.288333333333334
2020-08-05,8.86
2020-08-06,8.648333333333333
2020-08-07,8.611666666666666
2020-08-08,8.875416666666666
2020-08-09,9.399583333333334
2020-08-10,9.509166666666667
2020-08-11,10.107916666666666
2020-08-12,10.082083333333333
2020-08-13,9.61625
2020-08-14,9.442083333333333
2020-08-15,9.455833333333333
2020-08-16,9.895416666666666
2020-08-17,9.9175
2020-08-18,9.360416666666667
2020-08-19,9.2175
2020-08-20,9.25625
2020-08-21,9.430416666666666
2020-08-22,9.639583333333333
2020-08-23,9.594166666666666
2020-08-24,9.893333333333333
2020-08-25,10.077083333333333
2020-08-26,10.157916666666667
2020-08-27,10.630833333333333
2020-08-28,10.925833333333333
2020-08-29,11.133333333333333
2020-08-30,11.09625
2020-08-31,11.058333333333334
2020-09-01,10.329583333333334
2020-09-02,9.500833333333333
2020-09-03,9.064583333333333
2020-09-04,8.699583333333333
2020-09-05,7.977916666666666
2020-09-06,7.140833333333333
2020-09-07,6.997083333333333
2020-09-08,6.850416666666667
2020-09-09,6.683333333333334
2020-09-10,6.6
2020-09-11,6.714583333333334
2020-09-12,6.775
2020-09-13,6.554583333333333
2020-09-14,6.461666666666667
2020-09-15,6.51125
2020-09-16,6.357083333333334
2020-09-17,6.179166666666666
2020-09-18,6.06875
2020-09-19,5.76125
2020-09-20,5.781666666666666
2020-09-21,5.77
2020-09-22,5.702916666666667
2020-09-23,5.7179166666666665
2020-09-25,5.764583333333333
2020-09-26,5.7325
2020-09-27,5.58
2020-09-28,5.678333333333334
2020-09-29,5.4816666666666665
2020-09-30,5.35
2020-10-01,5.453333333333333
2020-10-02,5.260416666666667
2020-10-03,5.169583333333334
2020-10-04,4.805416666666667
2020-10-05,4.755833333333333
2020-10-06,4.485
2020-10-07,4.430833333333333
2020-10-08,4.361666666666666
2020-10-09,4.57
2020-10-10,4.262083333333333
2020-10-11,4.16875
2020-10-12,3.9816666666666665
2020-10-13,3.9208333333333334
2020-10-14,3.9245833333333335
2020-10-15,3.8070833333333334
2020-10-16,3.56375
2020-10-18,2.8604166666666666
2020-10-19,3.4045833333333335
2020-10-20,3.220833333333333
2020-10-21,3.0220833333333332
2020-10-22,3.169583333333333
2020-10-23,2.975
2020-10-24,3.1820833333333334
2020-10-25,3.085
2020-10-26,2.8208333333333333
2020-10-28,2.7270833333333333
2020-10-29,2.7333333333333334
2020-10-30,2.8020833333333335
2020-10-31,2.890833333333333
2020-11-01,2.7704166666666667
2020-11-02,2.660416666666667
2020-11-03,2.8208333333333333
2020-11-04,2.54875
2020-11-05,2.6929166666666666
2020-11-06,2.56
2020-11-07,2.585
2020-11-08,2.6675
2020-11-09,2.71375
2020-11-10,2.82
2020-11-11,2.81
2020-11-12,2.83875
2020-11-13,3.0141666666666667
2020-11-14,3.17625
2020-11-16,2.816666666666667
2020-11-17,3.16875
2020-11-18,3.435416666666667
2020-11-19,3.5933333333333333
