Date,mean_pred
2020-06-30,65.06125
2020-07-01,65.18833333333333
2020-07-02,64.12833333333333
2020-07-03,62.955416666666665
2020-07-04,63.35625
2020-07-05,63.065
2020-07-06,61.983333333333334
2020-07-07,61.754583333333336
2020-07-08,61.10583333333334
2020-07-09,60.469166666666666
2020-07-10,56.864583333333336
2020-07-11,55.71458333333333
2020-07-12,55.025416666666665
2020-07-13,54.407916666666665
2020-07-14,54.442083333333336
2020-07-15,54.13875
2020-07-16,54.73166666666667
2020-07-17,54.27583333333333
2020-07-18,53.44541666666667
2020-07-19,55.35916666666667
2020-07-20,55.35333333333333
2020-07-21,55.22291666666667
2020-07-22,53.665416666666665
2020-07-23,53.24125
2020-07-24,52.06
2020-07-25,51.14666666666667
2020-07-26,48.424166666666665
2020-07-27,46.79291666666666
2020-07-28,45.64333333333333
2020-07-29,44.53041666666667
2020-07-30,43.06041666666667
2020-07-31,42.27375
2020-08-01,41.68833333333333
2020-08-02,41.265
2020-08-03,40.55875
2020-08-04,39.94125
2020-08-05,40.538333333333334
2020-08-06,40.37291666666667
2020-08-07,40.325
2020-08-08,41.365833333333335
2020-08-09,41.218333333333334
2020-08-10,39.84041666666667
2020-08-11,38.92166666666667
2020-08-12,37.41875
2020-08-13,36.21791666666667
2020-08-14,35.00833333333333
2020-08-15,34.406666666666666
2020-08-16,34.153333333333336
2020-08-17,34.05
2020-08-18,33.562083333333334
2020-08-19,33.434583333333336
2020-08-20,33.406666666666666
2020-08-21,32.99458333333333
2020-08-22,32.26375
2020-08-23,31.234583333333333
2020-08-24,30.41583333333333
2020-08-25,29.29375
2020-08-26,28.53125
2020-08-27,28.32208333333333
2020-08-28,29.16875
2020-08-29,29.7325
2020-08-30,30.2525
2020-08-31,30.495416666666667
2020-09-01,30.546666666666667
2020-09-02,30.705833333333334
2020-09-03,31.148333333333333
2020-09-04,31.965416666666666
2020-09-05,31.888333333333332
2020-09-06,31.470416666666665
2020-09-07,30.817083333333333
2020-09-08,29.629583333333333
2020-09-09,29.061666666666667
2020-09-10,29.07208333333333
2020-09-11,28.975416666666668
2020-09-12,28.968333333333334
2020-09-13,28.371666666666666
2020-09-14,28.21875
2020-09-15,27.54625
2020-09-16,27.600833333333334
2020-09-17,27.249166666666667
2020-09-18,27.140416666666667
2020-09-19,26.958333333333332
2020-09-20,26.354583333333334
2020-09-21,26.42
2020-09-22,26.6225
2020-09-23,25.981666666666666
2020-09-24,25.03875
2020-09-25,24.785
2020-09-26,24.44125
2020-09-27,24.675416666666667
2020-09-28,24.7175
2020-09-29,23.85875
2020-09-30,22.93875
2020-10-01,22.385416666666668
2020-10-02,22.07375
2020-10-03,21.3525
2020-10-04,21.65625
2020-10-05,21.987083333333334
2020-10-06,21.73625
2020-10-07,21.97375
2020-10-08,21.964583333333334
2020-10-09,21.045833333333334
2020-10-10,20.847083333333334
2020-10-11,20.10375
2020-10-12,20.264583333333334
2020-10-13,19.6275
2020-10-14,19.1575
2020-10-15,18.68875
2020-10-16,18.137916666666666
2020-10-17,18.095
2020-10-18,18.292083333333334
2020-10-19,17.89
2020-10-20,17.938333333333333
2020-10-21,17.887083333333333
2020-10-22,18.2075
2020-10-23,18.592916666666667
2020-10-24,18.919583333333332
2020-10-25,18.955416666666668
2020-10-26,19.09875
2020-10-27,18.74416666666667
2020-10-28,18.265833333333333
2020-10-29,18.07208333333333
2020-10-30,17.670833333333334
2020-10-31,17.299166666666668
2020-11-01,17.069166666666668
2020-11-02,17.35
2020-11-03,17.172083333333333
2020-11-04,16.884166666666665
2020-11-05,16.667083333333334
2020-11-06,16.562916666666666
2020-11-07,16.703333333333333
2020-11-08,16.7075
2020-11-09,16.641666666666666
2020-11-10,16.482083333333332
2020-11-11,16.520416666666666
2020-11-12,16.36375
2020-11-13,16.220416666666665
2020-11-14,15.921666666666667
2020-11-15,15.961666666666666
2020-11-16,15.922916666666667
2020-11-17,16.009166666666665
2020-11-18,16.117916666666666
2020-11-19,16.421666666666667
2020-11-20,16.892083333333332
2020-11-21,17.275833333333335
2020-11-22,17.829583333333332
2020-11-23,18.3625
2020-11-24,18.3575
2020-11-25,18.243333333333332
2020-11-26,17.98125
2020-11-27,18.314166666666665
2020-11-28,18.50125
2020-11-29,18.703333333333333
2020-11-30,18.72833333333333
2020-12-01,19.148333333333333
2020-12-02,19.719583333333333
2020-12-03,20.3925
2020-12-04,20.641666666666666
2020-12-05,21.375416666666666
2020-12-06,22.601666666666667
2020-12-07,23.126666666666665
2020-12-08,23.738333333333333
2020-12-09,24.265
2020-12-10,24.419583333333332
2020-12-11,25.000416666666666
2020-12-12,25.155
2020-12-13,25.022083333333335
2020-12-14,24.859166666666667
2020-12-15,24.69708333333333
2020-12-16,24.690833333333334
2020-12-17,24.638333333333332
2020-12-18,25.151666666666667
2020-12-19,25.43
2020-12-20,25.34
2020-12-21,25.055833333333332
2020-12-22,25.551666666666666
2020-12-23,25.225833333333334
2020-12-24,24.506666666666668
2020-12-25,23.784583333333334
2020-12-26,23.21125
2020-12-27,22.95916666666667
2020-12-28,22.905
2020-12-29,22.48625
2020-12-30,22.235
2020-12-31,22.1825
2021-01-01,22.4575
2021-01-02,22.337083333333332
2021-01-03,22.02166666666667
2021-01-04,21.65125
2021-01-05,21.7925
2021-01-06,21.427083333333332
2021-01-07,21.054166666666667
2021-01-08,20.99875
2021-01-09,21.336666666666666
2021-01-10,21.34
2021-01-11,21.67791666666667
2021-01-12,21.3125
2021-01-13,21.739583333333332
2021-01-14,21.421666666666667
2021-01-15,21.426666666666666
